0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
90 , -90 , -90 , 90 , 
90 , -90 , -90 , 90 , 
-90 , 90 , 90 , -90 , 
-90 , -90 , -90 , -90 , 
0 , -128 , -128 , 0 , 
90 , -90 , -90 , 90 , 
90 , 90 , 90 , 90 , 
0 , 0 , 0 , 0 , 
-90 , -90 , -90 , -90 , 
90 , -90 , -90 , 90 , 
-128 , 0 , 0 , -128 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
-90 , -90 , -90 , -90 , 
90 , -90 , -90 , 90 , 
90 , -90 , -90 , 90 , 
90 , 90 , 90 , 90 , 
-90 , 90 , 90 , -90 , 
0 , 0 , 0 , 0 , 
90 , -90 , -90 , 90 , 
90 , -90 , 30 , -30 , 
-30 , 90 , -30 , 90 , 
-50 , 50 , -50 , 50 , 
90 , -90 , -90 , 90 , 
-128 , 0 , 0 , -128 , 
-64 , -128 , 0 , 64 , 
-90 , 90 , 90 , -90 , 
90 , -90 , 30 , -30 , 
90 , 90 , 90 , 90 , 
-90 , 90 , -30 , 30 , 
0 , -128 , -128 , 0 , 
90 , -90 , -90 , 90 , 
-90 , 90 , -30 , 30 , 
0 , 0 , 0 , 0 , 
90 , -90 , -90 , 90 , 
-64 , -128 , 0 , 64 , 
90 , -90 , -90 , 90 , 
90 , -90 , -90 , 90 , 
-90 , 90 , -30 , 30 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
0 , 0 , 0 , 0 , 
